State,Jan-2007,Feb-2007,Mar-2007,Apr-2007,May-2007,Jun-2007,Jul-2007,Aug-2007,Sep-2007,Oct-2007,Nov-2007,Dec-2007,Jan-2008,Feb-2008,Mar-2008,Apr-2008,May-2008,Jun-2008,Jul-2008,Aug-2008,Sep-2008,Oct-2008,Nov-2008,Dec-2008,Jan-2009,Feb-2009,Mar-2009,Apr-2009,May-2009,Jun-2009,Jul-2009,Aug-2009,Sep-2009,Oct-2009,Nov-2009,Dec-2009,Jan-2010,Feb-2010,Mar-2010,Apr-2010,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010,Nov-2010,Dec-2010,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011,Aug-2011,Sep-2011,Oct-2011,Nov-2011,Dec-2011,Jan-2012,Feb-2012,Mar-2012,Apr-2012,May-2012,Jun-2012,Jul-2012,Aug-2012,Sep-2012,Oct-2012,Nov-2012,Dec-2012,Jan-2013,Feb-2013,Mar-2013,Apr-2013,May-2013,Jun-2013,Jul-2013,Aug-2013,Sep-2013,Oct-2013,Nov-2013,Dec-2013,Jan-2014,Feb-2014,Mar-2014,Apr-2014,May-2014,Jun-2014,Jul-2014,Aug-2014,Sep-2014,Oct-2014,Nov-2014,Dec-2014,Jan-2015,Feb-2015,Mar-2015,Apr-2015,May-2015,Jun-2015,Jul-2015,Aug-2015,Sep-2015,Oct-2015,Nov-2015,Dec-2015,Jan-2016,Feb-2016,Mar-2016,Apr-2016,May-2016,Jun-2016,Jul-2016,Aug-2016,Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,May-2020,Jun-2020,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021,Jul-2021,Aug-2021,Sep-2021,Oct-2021,Nov-2021,Dec-2021,Jan-2022,Feb-2022,Mar-2022,Apr-2022,May-2022,Jun-2022,Jul-2022,Aug-2022,Sep-2022,Oct-2022,Nov-2022,Dec-2022,Jan-2023,Feb-2023,Mar-2023,Apr-2023,May-2023,Jun-2023,Jul-2023,Aug-2023,Sep-2023,Oct-2023,Nov-2023,Dec-2023,Jan-2024,Feb-2024,Mar-2024,Apr-2024,May-2024,Jun-2024,Jul-2024,Aug-2024,Sep-2024,Oct-2024,Nov-2024,Dec-2024
Abia,"1,578,445,684.92","1,745,179,575.05","3,519,392,956.52","2,205,633,280.88","2,441,654,756.97","2,349,836,190.15","2,997,299,962.42","2,762,679,016.42","2,305,597,385.73","2,343,089,584.87","2,344,170,034.96","2,535,415,221.04","2,312,058,776.56","2,106,851,184.17","3,829,219,721.83","3,193,357,708.73","5,309,084,304.54","3,150,283,353.22","3,242,396,640.45","3,150,401,949.76","3,186,773,015.78","2,952,243,770.60","2,981,678,712.55","2,996,927,438.39","3,129,830,776.53","2,110,576,586.43","2,218,188,534.57","3,467,736,721.02","2,425,818,072.09","2,533,610,816.01","2,463,619,229.41","5,057,443,171.92","2,626,857,258.02","4,887,857,035.56","2,702,263,655.41","2,851,412,415.12","2,840,563,289.95","3,660,922,110.99","2,678,898,980.33","2,190,055,308.77","5,620,004,669.37","2,911,490,359.18","2,071,774,499.65","3,860,097,975.13","3,218,951,515.72","2,982,684,993.71","3,125,641,288.91","3,365,800,847.13","2,999,144,643.62","2,971,117,283.11","2,947,436,698.68","3,065,996,051.67","3,254,496,508.77","4,204,692,807.88","7,063,133,387.67","3,692,789,866.20","3,432,306,641.79","5,178,147,170.53","5,667,008,227.96","3,797,824,154.65","4,408,787,994.82","3,875,315,522.49","5,145,378,902.78","4,440,499,598.13","4,051,543,990.79","3,828,942,618.34","3,627,922,226.44","4,712,680,139.88","3,883,448,905.60","3,864,606,633.52","4,964,852,487.87","6,659,273,677.13","5,119,932,382.84","4,087,738,587.04","6,265,617,764.17","5,185,129,673.37","5,571,598,617.87","5,303,400,512.48","5,697,182,904.03","4,295,494,286.72","5,112,894,260.49","4,297,558,941.68","5,234,268,421.57","4,917,003,564.47","4,151,240,873.19","4,562,820,985.74","4,685,612,347.16","4,581,355,963.67","4,489,597,958.35","5,743,609,415.14","5,253,079,038.48","4,598,686,911.09","4,526,967,961.08","4,495,035,526.99","4,155,616,739.54","4,011,532,175.02","4,026,748,563.36","3,485,294,009.36","3,922,382,968.54","3,049,487,844.30","2,710,384,810.28","2,953,219,613.71","6,087,002,914.14","3,603,552,402.85","2,639,556,312.17","2,469,322,685.61","2,889,493,896.48","2,246,117,507.77","2,699,959,019.01","2,277,642,562.55","1,938,447,217.56","2,056,356,618.36","2,080,023,525.21","1,923,982,456.53","3,550,924,481.35","3,219,815,506.75","3,007,450,514.25","2,637,594,250.70","2,796,054,784.30","2,532,539,708.03","2,537,016,629.74","3,036,639,008.08","2,842,595,518.60","2,865,213,831.81","2,589,010,962.12","2,826,050,192.86","  4,117,743,387.63 ","  3,013,493,101.81 ","  4,038,368,716.52 ","  3,523,602,969.05 ","  3,483,279,791.43 ","  4,003,688,799.05 ","  4,358,767,591.96 ","  4,324,428,885.34 ","4,410,041,258.35","  4,304,777,275.40 ","  4,546,901,793.94 ","  4,511,794,577.69 ","  4,708,912,123.64 ","4,602,277,617.21","4,849,636,358.37","4,730,120,023.83","4,864,921,317.90","5,113,734,696.52","4,297,559,540.89","4,449,976,257.59","4,173,312,483.55","4,149,077,138.61","4,095,616,677.18","4,444,074,569.52","4,822,019,037.29","4,570,196,228.72","4,350,747,536.32","4,257,840,748.56","4,380,980,231.36","4,048,468,175.27","4,332,596,336.19","3,925,621,595.70","3,548,518,525.05","4,176,116,929.54","3,629,155,269.04","3,628,611,347.01","4,213,114,398.95","4,568,157,051.80","4,476,220,765.85","4,281,484,511.35","3,797,052,486.57","3,792,414,862.86","3,925,180,061.02","4,010,519,719.19","3,911,528,049.00","4,264,346,494.00","4,334,833,048.00","4,322,625,429.00","4,568,580,673.00","4,807,635,653.00","4,421,485,896.97","4,741,767,461.65","4,223,269,196.02","4,407,042,570.48","4,667,012,496.05","3,991,512,875.90","4,111,311,500.26","5,128,935,332.92","4,522,913,025.37","5,042,635,193.46","5,479,989,188.54","6,092,234,478.00","4,457,213,805.00","4,979,705,300.00","4,946,696,961.00","5,930,602,366.00","6,327,384,876.00","4,624,032,900.00","  4,573,413,597.69 ","  4,427,300,324.69 ","  6,253,552,831.21 ","  6,409,099,456.34 ","  6,552,608,045.17 ","  7,197,952,467.17 ","  8,068,702,215.44 ","  6,584,852,212.24 ","  6,927,291,748.39 ","  8,370,924,363.54 ","  8,793,169,646.15 ","  8,325,586,757.98 ","  8,999,378,995.92 ","  9,134,444,178.74 ","  9,695,211,454.57 ",,,,,,,
Adamawa,"1,623,117,529.91","1,802,864,895.78","3,210,070,481.79","2,196,120,353.08","2,248,721,251.45","2,150,838,415.28","2,828,622,317.99","2,653,009,339.12","2,233,854,135.12","2,267,098,639.55","2,208,325,548.67","2,337,221,214.04","2,066,828,506.56","1,885,167,137.63","3,408,721,130.00","2,929,477,552.51","4,787,107,825.09","2,899,130,582.75","4,600,454,405.26","2,922,758,638.86","2,976,186,450.08","2,712,163,047.85","2,756,557,283.06","2,784,694,913.19","2,472,912,367.68","1,615,618,851.08","2,718,336,012.42","2,544,779,637.77","2,162,592,089.19","2,284,821,999.53","2,273,897,337.34","4,428,003,601.16","2,421,232,623.71","4,258,511,038.46","2,471,112,403.94","2,577,749,897.06","2,564,927,353.69","4,175,866,371.34","2,873,302,093.54","2,045,399,079.59","4,439,799,864.74","2,288,075,177.16","2,434,952,652.93","4,165,958,125.61","2,546,841,687.56","2,380,064,441.66","3,003,654,857.05","3,738,904,747.30","2,837,389,436.69","2,871,388,193.02","2,604,624,025.53","2,756,918,336.38","2,889,261,056.84","3,877,784,731.99","7,147,880,916.49","4,145,949,726.22","4,086,764,532.32","4,791,838,612.96","6,540,679,754.21","4,173,855,122.47","4,230,054,322.39","3,694,961,719.98","4,737,697,416.87","3,743,340,321.92","3,925,490,855.79","3,903,992,045.39","3,719,402,567.25","4,822,164,248.51","3,750,317,053.75","3,686,640,420.41","4,854,750,646.73","6,446,785,279.30","4,838,925,106.11","3,980,613,380.91","5,890,257,900.02","4,920,345,908.36","5,207,422,821.04","5,073,095,833.81","5,406,013,967.54","4,144,195,712.83","4,874,838,070.34","4,168,079,232.98","4,754,355,596.50","4,575,651,935.83","3,886,912,287.05","4,248,240,867.37","4,214,313,564.86","4,238,680,407.55","4,194,662,633.73","5,371,069,866.38","4,743,195,404.75","4,282,964,504.54","4,111,321,300.09","4,067,519,041.46","3,789,042,109.67","4,029,121,371.82","3,660,813,786.07","3,137,484,813.43","3,525,721,871.40","2,770,620,109.25","2,572,910,928.03","2,789,510,584.47","6,018,810,638.55","3,486,403,749.23","2,514,424,041.25","2,306,050,995.77","2,869,997,077.92","2,100,301,925.30","2,494,352,819.55","2,223,018,469.39","2,032,039,683.90","2,019,457,373.34","2,019,720,057.63","1,828,758,173.61","3,535,546,645.07","3,045,058,307.93","3,147,609,635.50","2,540,523,513.81","2,523,857,023.97","2,349,552,120.36","2,454,796,278.14","2,829,872,524.77","2,510,247,614.48","2,812,395,501.01","2,498,524,446.23","2,808,113,875.82","  4,117,703,489.11 ","  2,875,535,997.53 ","  4,020,934,818.69 ","  3,435,339,398.66 ","  3,293,101,431.06 ","  3,779,896,818.31 ","  4,060,044,183.25 ","  3,856,191,239.64 ","3,906,066,780.08","  3,768,439,354.27 ","  4,085,905,463.01 ","  4,038,670,060.43 ","  4,413,165,867.26 ","4,132,999,065.58","4,313,473,072.75","4,140,199,889.40","4,188,271,985.92","4,606,779,612.80","3,904,203,506.39","4,027,134,128.88","3,736,851,139.87","3,692,683,349.47","3,699,672,900.11","4,200,663,786.68","4,559,688,548.60","4,311,927,461.91","4,166,470,424.67","4,060,520,464.38","4,189,004,084.61","3,789,882,301.70","4,137,391,871.10","3,878,930,601.42","3,383,731,233.82","3,912,661,923.15","3,583,178,863.53","3,530,016,459.51","4,362,677,658.00","4,493,874,886.45","4,627,113,940.21","4,321,150,201.28","3,851,006,237.19","3,862,154,996.57","4,070,469,489.48","4,116,695,980.50","3,723,376,880.00","4,336,881,973.00","4,479,240,722.00","4,442,887,619.00","4,726,993,317.00","4,947,169,569.00","4,774,400,422.18","4,782,169,286.75","4,537,915,458.01","4,458,795,624.61","4,806,265,237.23","3,686,588,252.95","4,050,736,828.20","4,751,741,007.38","4,389,499,386.30","5,038,024,007.20","5,285,894,105.99","6,082,708,171.00","4,639,915,820.00","5,001,067,131.00","5,076,163,782.00","6,025,437,428.00","6,163,172,590.00","4,964,126,516.00","  4,750,856,201.37 ","  4,619,770,722.42 ","  6,260,208,744.41 ","  6,419,515,401.96 ","  6,735,109,390.38 ","  7,314,944,709.75 ","  8,366,588,864.54 ","  6,225,811,168.15 ","  7,086,342,282.31 ","  7,927,271,845.18 ","  8,727,976,363.83 ","  8,403,775,475.39 ","  7,507,550,313.99 ","  8,598,456,465.93 ","  8,584,624,823.39 ",,,,,,,
Akwa Ibom,"6,495,680,919.30","6,813,523,160.95","16,958,091,050.96","11,377,352,788.85","11,456,007,564.04","10,330,532,577.97","13,683,059,361.83","11,767,307,666.45","10,054,100,809.75","9,832,871,551.22","8,439,294,316.53","10,853,877,537.50","9,282,189,214.02","8,274,965,717.64","17,201,683,017.65","13,562,162,748.76","24,954,301,679.98","13,578,195,303.96","64,973,483,887.49","13,136,146,576.04","13,095,234,604.47","13,335,102,597.99","13,033,219,895.17","12,812,998,852.56","13,632,946,364.72","7,380,054,732.59","25,060,864,254.88","16,869,236,601.98","10,596,751,302.83","10,578,004,971.82","9,833,436,430.03","29,208,697,160.22","10,583,650,331.56","25,914,039,690.85","11,068,275,901.68","12,150,727,112.57","12,020,939,175.11","22,720,324,310.79","14,443,528,093.73","8,387,932,280.94","29,391,997,148.24","13,772,699,747.66","14,381,949,935.45","28,990,826,421.58","14,432,992,979.04","11,187,321,155.04","11,975,278,643.84","17,361,677,185.32","13,021,305,708.05","13,829,765,425.89","13,636,775,277.44","12,983,715,642.24","10,051,298,564.47","20,701,627,377.58","46,180,282,845.43","17,925,376,036.95","17,645,221,962.24","21,153,476,457.12","33,417,113,447.26","20,105,944,395.23","22,865,457,927.17","19,051,390,927.73","26,697,082,203.29","19,859,705,746.52","18,671,116,092.35","19,136,917,246.62","15,918,572,163.51","25,111,958,436.62","17,145,656,115.61","16,669,028,770.56","23,989,389,306.48","29,098,313,673.67","23,514,256,364.54","17,382,680,719.43","32,444,152,906.67","25,505,457,046.20","25,793,770,042.90","23,859,635,697.52","25,406,627,006.93","18,654,251,940.29","26,202,835,440.23","22,960,087,477.32","28,038,556,664.18","24,929,791,371.44","20,735,321,385.77","21,187,070,622.29","20,765,557,492.92","22,564,139,558.39","22,360,538,098.65","24,753,452,366.12","24,209,115,597.10","20,890,916,020.49","20,203,736,759.71","21,046,756,509.15","18,976,318,462.32","21,365,645,130.54","19,388,949,088.51","15,099,523,932.01","19,074,402,626.96","13,806,440,977.24","10,192,336,103.69","12,109,436,569.88","18,175,010,722.86","13,367,661,397.29","12,025,169,274.22","11,368,694,333.88","9,949,238,091.37","9,405,496,717.34","10,745,898,891.41","8,556,683,831.80","8,945,542,072.36","8,268,425,533.13","6,567,421,599.39","6,847,573,681.87","9,161,091,074.34","11,264,224,023.76","13,854,814,393.37","8,716,467,667.69","6,132,764,937.76","5,375,206,523.92","9,124,129,943.66","13,084,006,002.39","12,667,764,008.75","13,612,312,700.24","11,092,130,060.20","9,313,025,112.09","  11,968,550,165.01 ","  9,969,807,452.97 ","  12,947,920,492.19 ","  12,933,870,220.62 ","  13,168,151,632.10 ","  13,733,277,992.61 ","  16,558,936,769.51 ","  16,339,570,154.83 ","17,981,942,660.40","  17,216,170,708.30 ","  15,241,956,856.41 ","  16,862,560,303.33 ","  14,013,275,519.12 ","15,646,011,863.12","17,115,551,322.73","19,437,250,779.61","18,462,447,388.21","17,489,398,194.42","14,456,957,512.99","14,513,722,253.25","15,319,797,818.86","14,750,827,946.26","14,060,495,671.30","13,207,559,635.83","12,997,645,754.05","14,912,830,213.60","14,061,108,720.28","14,875,461,992.42","14,046,323,570.92","14,772,806,184.71","15,112,298,251.03","12,966,616,420.55","12,530,035,039.69","15,958,620,851.32","11,222,671,346.33","11,365,257,230.05","9,882,221,183.07","13,273,121,093.86","10,334,320,966.27","12,316,725,455.12","10,824,121,621.90","10,479,861,810.89","10,324,664,068.28","10,666,404,992.67","9,456,109,292.00","11,272,612,095.00","11,176,099,428.00","9,555,322,094.00","13,430,973,483.00","14,875,268,410.00","10,864,620,172.78","15,608,291,011.83","8,953,239,728.37","14,083,568,333.52","11,669,297,935.11","17,116,693,874.71","14,571,770,017.43","20,951,826,607.22","20,209,921,717.97","19,541,455,819.97","27,192,866,140.68","26,186,964,527.00","21,958,419,667.00","34,209,049,572.00","22,198,431,471.00","41,237,657,264.00","48,805,317,522.00","24,244,562,047.00","  24,788,474,936.76 ","  24,400,577,968.39 ","  28,709,342,615.85 ","  24,277,567,835.49 ","  21,963,741,007.35 ","  18,740,212,621.40 ","  15,463,191,127.69 ","  23,820,508,375.86 ","  17,861,838,022.77 ","  23,446,154,066.18 ","  20,970,729,547.51 ","  26,560,328,439.90 ","  41,655,412,272.71 ","  25,993,885,254.88 ","  33,312,263,692.18 ",,,,,,,
Anambra,"1,602,588,699.09","1,784,183,256.00","3,009,000,880.00","2,205,034,960.96","2,265,983,891.60","2,277,261,215.09","2,867,387,389.96","2,675,660,402.67","2,221,691,332.73","2,338,336,531.71","2,271,682,853.51","2,400,741,272.30","2,172,744,193.83","2,005,252,012.41","3,529,449,498.20","2,975,196,998.83","4,840,623,163.34","2,928,534,936.66","4,754,196,293.35","2,953,647,005.53","3,022,591,946.84","2,860,051,775.65","2,917,263,030.52","2,865,363,044.10","2,908,601,576.30","2,055,596,100.38","3,154,466,421.23","2,970,836,760.94","2,181,851,761.98","2,320,295,696.69","2,315,117,085.69","4,500,233,546.31","2,443,103,760.89","4,295,855,013.54","2,481,255,725.86","2,587,891,546.97","2,593,879,252.22","4,253,373,406.41","2,946,403,153.95","2,128,165,648.07","4,910,043,165.85","2,727,647,063.47","2,885,230,866.28","4,655,728,076.82","3,036,149,012.94","2,882,627,326.72","3,071,143,167.70","3,819,457,612.93","2,912,113,672.44","2,944,663,420.72","2,835,592,630.59","3,000,447,657.96","3,115,610,879.97","4,127,615,603.72","7,269,723,852.43","4,362,504,974.91","4,251,312,255.01","4,955,674,460.23","6,716,134,200.31","4,252,644,075.15","4,802,610,906.40","4,264,951,000.82","5,337,165,273.49","4,334,472,268.75","3,989,499,164.60","4,010,473,728.40","3,822,917,288.58","4,895,929,327.13","3,835,580,290.02","3,716,913,820.91","4,941,367,694.31","6,541,223,649.47","4,912,290,234.14","4,051,065,757.07","5,985,635,329.86","5,011,498,108.08","5,286,800,645.99","5,175,697,428.80","5,490,847,149.57","4,275,804,518.11","4,970,194,226.34","4,300,048,833.92","4,808,569,319.52","4,664,570,472.85","3,956,935,549.94","4,345,793,000.29","4,286,994,023.93","4,260,211,052.39","4,200,255,736.42","5,590,480,547.57","4,964,691,389.18","4,306,472,901.59","4,263,257,544.87","4,268,941,109.52","3,926,094,975.36","4,044,848,860.00","3,896,529,440.31","3,384,283,087.10","3,716,123,302.88","2,970,336,843.37","2,732,543,738.57","2,816,974,158.53","6,057,846,140.71","3,528,162,295.41","2,861,307,916.42","2,637,788,157.55","3,242,722,876.96","2,540,241,087.58","2,690,356,311.44","2,518,002,235.24","2,313,676,693.37","2,061,410,835.10","2,078,478,600.56","2,116,807,667.14","3,828,318,933.40","3,332,951,699.10","3,439,862,523.49","2,814,622,372.09","2,808,691,518.30","2,690,039,669.88","2,738,236,622.06","3,129,726,536.91","2,829,008,130.06","3,099,878,740.29","2,831,063,127.21","3,235,566,935.53","  4,449,284,520.49 ","  3,190,071,778.90 ","  4,333,758,309.86 ","  3,742,966,220.41 ","  3,695,363,479.89 ","  4,063,313,919.47 ","  4,371,819,357.59 ","  4,339,800,916.20 ","4,378,983,038.44","  4,257,310,410.80 ","  4,556,651,105.51 ","  4,518,629,277.09 ","  4,858,189,060.36 ","4,601,743,098.86","4,820,651,172.67","4,603,945,010.91","4,831,885,346.28","5,110,338,102.60","4,414,499,932.97","4,515,913,293.52","4,226,591,519.43","4,176,833,643.68","4,145,654,356.19","4,683,738,299.61","5,009,886,274.16","4,753,528,964.04","4,622,226,537.14","4,481,144,496.41","4,622,709,751.14","4,241,135,152.71","4,599,144,726.08","4,204,103,117.39","3,531,528,916.51","4,086,732,868.54","3,847,297,340.43","3,707,004,349.08","4,523,547,759.67","4,733,987,459.03","4,887,442,237.29","4,597,857,310.96","4,063,007,891.92","4,134,911,353.89","4,433,106,071.43","4,300,928,022.66","4,069,881,497.00","4,536,384,868.00","4,802,416,655.00","4,792,739,135.00","5,122,105,675.00","5,305,984,480.00","5,064,945,881.91","5,191,304,930.85","4,877,570,453.24","4,845,367,791.35","5,274,961,137.40","4,088,251,513.07","4,490,774,747.75","5,209,732,081.34","4,666,719,983.73","5,531,252,999.46","6,395,543,482.17","7,146,214,911.00","5,724,038,969.00","6,705,456,248.00","6,443,117,292.00","8,350,560,984.00","8,753,082,547.00","6,149,710,189.00","  4,747,145,839.80 ","  6,266,310,174.35 ","  8,352,101,192.94 ","  8,266,039,713.26 ","  8,441,261,605.52 ","  8,655,806,103.77 ","  9,400,194,973.45 ","  7,973,222,087.99 ","  8,144,539,189.72 ","  9,865,929,366.75 ","  10,572,075,434.38 ","  10,032,469,735.45 ","  10,496,052,146.78 ","  10,936,497,578.98 ","  11,733,760,717.49 ",,,,,,,
Bauchi,"1,501,170,055.55","1,769,390,005.23","3,502,366,172.38","2,356,333,599.54","2,374,105,559.21","2,421,717,824.47","3,066,633,909.94","2,883,707,976.81","2,403,657,198.78","2,489,400,146.63","2,422,813,403.07","2,568,247,123.19","2,258,877,008.56","2,068,330,834.01","3,787,320,833.05","3,328,629,282.77","5,498,632,018.52","3,245,975,916.41","5,518,251,876.03","3,325,458,458.94","3,389,541,260.88","3,146,041,563.29","3,188,701,198.60","3,221,932,457.68","2,494,510,445.00","1,491,083,637.95","2,781,726,040.03","2,566,120,703.15","2,411,084,347.34","2,553,240,186.14","2,527,616,520.52","5,047,779,460.72","2,699,433,767.91","4,862,410,099.32","2,657,400,603.63","2,783,674,501.37","2,875,788,022.08","4,740,550,091.41","3,214,504,094.71","2,251,883,528.19","5,607,648,450.02","3,067,228,016.47","3,123,383,279.35","5,258,299,284.19","3,347,779,967.43","3,140,197,594.03","3,338,183,380.14","4,197,313,589.76","3,087,904,674.27","3,184,966,081.21","3,131,181,666.87","3,162,584,088.77","3,391,292,845.03","4,536,638,163.31","8,195,806,052.09","4,459,413,281.69","4,466,179,992.70","5,300,149,007.35","7,356,269,614.00","4,709,595,904.76","4,978,809,156.15","4,390,220,386.42","5,624,136,050.20","4,459,033,990.20","4,402,271,724.89","4,266,509,072.70","4,244,970,555.74","5,513,762,947.87","4,123,250,704.46","4,155,230,081.48","5,532,701,280.62","7,388,967,586.65","5,534,108,070.43","4,537,429,959.54","6,674,302,367.78","5,223,333,686.88","5,831,938,139.52","5,647,564,124.47","6,130,276,185.98","4,682,109,028.34","5,318,258,240.30","4,472,298,426.50","5,300,736,954.73","5,166,362,685.48","4,372,403,665.09","4,802,333,300.51","4,760,120,182.58","4,481,208,741.88","4,423,013,697.42","6,222,466,049.33","5,441,051,566.42","4,733,421,784.37","4,840,254,864.59","4,746,527,979.18","4,354,067,752.21","4,429,566,410.91","3,706,347,935.76","3,455,448,553.04","3,895,654,048.51","2,924,995,567.25","2,723,653,752.92","2,862,640,071.96","6,783,211,296.38","3,795,450,851.09","2,701,391,061.57","2,592,872,757.15","3,307,512,029.60","2,460,613,109.03","2,884,952,961.18","2,557,036,752.83","2,257,201,944.88","2,152,357,217.96","2,048,627,045.69","1,965,255,213.47","4,009,274,772.41","3,435,444,333.84","3,521,306,637.86","2,359,071,806.06","2,789,386,858.37","2,442,012,960.82","2,430,265,069.18","2,922,276,195.34","2,544,057,907.80","2,864,537,224.77","2,520,015,644.04","2,875,175,028.52","  4,453,800,192.18 ","  2,952,271,002.93 ","  4,349,048,789.32 ","  3,799,796,780.09 ","  3,617,733,675.11 ","  4,186,201,672.10 ","  4,524,885,459.42 ","  4,296,020,888.21 ","4,219,465,212.09","  4,210,185,190.40 ","  4,268,703,527.98 ","  4,076,610,210.90 ","  4,988,673,774.46 ","4,190,699,080.81","4,399,318,056.74","4,660,197,845.64","4,894,800,332.71","5,291,289,995.01","4,470,378,402.52","4,592,033,053.84","4,184,299,930.62","3,900,146,871.44","3,893,684,440.36","4,468,170,848.75","4,877,536,541.72","4,595,190,425.57","4,599,018,013.83","4,316,898,494.56","4,467,159,115.50","3,992,608,201.17","4,402,932,228.80","3,977,885,250.66","3,419,540,770.44","4,056,767,047.25","3,697,166,425.62","3,518,098,907.08","4,488,178,249.22","4,633,297,619.38","4,741,621,421.18","4,408,112,881.94","3,872,668,192.06","3,928,080,952.19","4,115,275,178.83","4,167,394,649.08","3,797,679,868.00","4,661,699,898.00","4,885,336,397.00","4,870,352,718.00","5,262,612,140.00","5,556,345,900.00","4,979,661,469.32","5,058,355,442.34","4,803,257,283.43","5,073,966,557.23","5,051,274,313.77","4,253,773,656.47","4,317,118,978.37","5,253,608,962.41","4,698,490,951.08","5,316,748,382.77","5,776,086,588.65","6,919,757,160.00","4,944,212,442.00","5,445,786,670.00","5,384,473,094.00","6,480,743,756.00","6,382,324,776.00","4,798,018,301.00","  4,375,025,361.45 ","  4,344,685,795.69 ","  6,316,565,715.21 ","  6,637,754,110.94 ","  6,486,807,986.73 ","  7,214,442,322.63 ","  8,202,021,513.28 ","  6,007,789,363.47 ","  6,661,818,468.59 ","  7,937,284,140.66 ","  8,956,397,968.65 ","  8,240,534,935.18 ","  7,002,360,742.95 ","  8,280,068,666.35 ","  7,770,581,157.71 ",,,,,,,
